show_name,key_creatives,network,studio,date,genre,subgenre,episode_count,source_type,status,order_type,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Regime,"Will Tracy, Seth Reiss, Juli Weiner, Jen Spyra, Gary Shteyngart, Sarah DeLappe, Stephen Frears, Kate Winslet, Frank Rich",HBO,,2023-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rehearsal,"Nathan Fielder, Christie Smith, Dan McManus",HBO,,2021-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Residence,"Paul William Davies (Writer, Showrunner, Executive Producer), Shonda Rhimes (Executive Producer), Betsy Beers (Executive Producer)",Netflix,Netflix Studios,2023-01-01,Drama,Mystery,,Book,,,"Screwball whodunit set in the upstairs, downstairs and backstairs of the White House, among the eclectic staff of the world’s most famous mansion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rules of Magic,"Melissa Rosenberg (w, ep), Dana Baratta (w, ep)",HBO,Warner Bros. Television,2021-01-01,Drama,,,Original,,,"Prequel to 1998 film 'Practical Magic' follows three troubled siblings — Franny, Jet and Vincent Owens — who wrestle with “abnormalities” that have kept them isolated. But the tumultuous times unearth the extraordinary discovery that they are, in fact, descendants of a bloodline of witches. In their aspirational journey towards self-discovery and self-acceptance, they’ll contend with grief, war, bigotry and dark magic, not to mention a centuries-old curse designed to keep them away from love.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sandman,"Allan Heinberg, Neil Gaiman, David S. Goyer",Netflix,Netflix,2021-01-01,Fantasy,"Drama, Superhero",,Comic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Santa Clause,"Kevin Hench (w, ep), Tim Allen (ep), Richard Baker (ep), Rick Messina (ep), Jason Winer (d, ep)",Paramount+,20th Television,2023-01-01,Comedy,,,Film,,,"Scott Calvin is on the brink of his 65th birthday and realizing that he can’t be Santa forever. He’s starting to lose a step in his Santa duties and, more important, he’s got a family who could benefit from a life in the normal world, especially his two kids who have grown up at the Pole. With a lot of elves, children and family to please, Scott sets out to find a suitable replacement Santa while preparing his family for a new adventure in a life south of the Pole. Based on 'The Santa Clause' movies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Savant,"Melissa James Gibson, Jessica Chastain, James Gibson, Kelly Carmichael, Jessica Giles, Brian Madden",Apple TV+,Fifth Season,2023-01-01,Drama,"Crime, Thriller",,Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sensitive Kind,"Sterlin Harjo, Ethan Hawke, Garrett Basch",FX,FX Productions,2024-01-01,Drama,"Crime, Noir",,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sex Lives of College Girls,"Mindy Kaling (w, ep), Justin Noble (w, ep, sr), Howard Klein (ep)",HBO,"Kaling International, Warner Bros. Television",2021-01-01,Comedy,,,Original,,,Follows four roommates and students at the prestigious New England Essex College.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Spot,"Ed Solomon, Kate Winslet",Hulu,A24,2024-08-26,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Staircase,"Antonio Campos (w, d, ep, sr), Maggie Cohn (w, ep, sr), Leigh Janiak (d)",HBO,"HBO Max, Annapurna Television",2021-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sticky,"Brian Donovan, Ed Herro, Jamie Lee Curtis, Kathryn Borel, Jonathan Levine, Gillian Bohrer",Prime Video,Blumhouse Television,2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Stranger House,"Sara Gran (w, ep), David Slade (d, ep), John Wells (ep), Erin Jontow (ep)",HBO,"Warner Bros. Television, John Wells Productions",2021-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Studio,"Seth Rogen, Evan Goldberg, Seth Rogen",Apple TV+,Lionsgate Television,2022-11-14,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Summer I Turned Pretty,"Jenny Han, Gabrielle Stanton, Karen Rosenfelt, Hope Hartman, Nne Ebong, Paul Lee",Prime Video,Amazon Studios,2021-01-01,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sympathizer,"Park Chan-wook, Don McKellar, Robert Downey Jr., Susan Downey, Amanda Burrell, Niv Fichman, Kim Ly, Ron Schmidt, Viet Thanh Nguyen, Jisun Back, Marc Munden, Fernando Meireilles",HBO,HBO,2021-01-01,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Terminal List,"David DiGilio, Daniel Shattuck, Antoine Fuqua, Chris Pratt, Jon Schumacher, Jack Carr",Prime Video,Amazon Studios,2021-01-01,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Time Traveler's Wife,"Steven Moffat, Sue Vertue, Brian Minchin",HBO,Warner Bros. Television,2021-01-01,Drama,Romantic,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tourist,"Harry Williams (w, ep), Jack Williams (w, ep), Christopher Aird (ep), Andrew Benson (ep), Tommy Bulfin (ep), Chris Sweeney (d, ep), Lisa Scott (p)",HBO,"Two Brothers Pictures,HBO Max,ZDF,BBC One",2021-01-01,Drama,,,Original,,Limited,"A British man finds himself in the glowing red heart of the Australian Outback, being pursued by a vast tank truck trying to drive him off the road. An epic cat-and-mouse chase unfolds, and the man later wakes in hospital, hurt but somehow alive -- except he has no idea who he is. With merciless figures from his past pursuing him, the man’s search for answers propels him through the vast and unforgiving Outback.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Trenches,"Drew Goddard, Sarah Esberg",FX,20th Television Animation,2023-01-01,Animation,"Comedy, Action",,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Underground Railroad,"Barry Jenkins, Brad Pitt, Adele Romanski, Sara Murphy, Mark Ceryak",Prime Video,Plan B,2021-01-01,Drama,,11,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Uninhabitable Earth,"Adam McKay (ep), Kevin Messick (ep), Paul Lee (ep), Mark Roybal (ep), David Kaplan (ep), Andrea Roa (ep), David Wallace-Wells (cp)",HBO,wiip,2021-01-01,Drama,,,Book,,,"An anthology travelogue of the near future and the impending terrors – rising sea levels, food shortages, refugee emergencies, climate wars and economic devastation – we will all face. Based on the book by David Wallace-Wells.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Veil,"Steven Knight, Denise Di Novi, Nina Tassler, Elisabeth Moss, Lindsey McManus",FX,FX Productions,2023-01-01,Drama,Thriller,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Walking Dead: Daryl Dixon,"David Zabel, Angela Kang",AMC,AMC Studios,2023-01-01,Drama,,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Walking Dead: World Beyond,"Scott M. Gimple, Matt Negrete, Robert Kirkman, Gale Anne Hurd, David Alpert, Brian Bockrath",AMC,AMC Studios,2023-01-01,Drama,,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Watcher,"Ryan Murphy, Ian Brennan, Eric Newman, Henry Joost, Ariel Schulman",Netflix,Netflix,2021-01-01,Drama,"Thriller, Mystery",,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wheel of Time,"Rafer Judkins, Rick Selvage, Larry Mondragon, Ted Field, Mike Weber, Darren Lemke, Uta Briesewitz",Prime Video,Sony Pictures Television,2021-01-01,Drama,Fantasy,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The White Darkness,"Soo Hugh, Mark Heyman, Theresa Kang-Lowe, Caroline Garity",Apple TV+,Apple Studios,2023-01-01,Drama,Action,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The White House Plumbers,"Alex Gregory, Peter Huyck, David Mandel, Frank Rich, Ruben Fleischer, David Bernad, Paul Lee, Nne Ebong",HBO,HBO,2021-01-01,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wilds,"Sarah Streicher, Amy B. Harris, Jamie Tarses, Dylan Clark, Brian Williams, Susanna Fogel",Prime Video,Amazon Studios,2021-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Witcher: Blood Origin,"Declan de Barr, Lauren Schmidt Hissrich, Jason Brown, Sean Daniel, Tomek Baginski, Jarek Sawko",Netflix,Netflix,2021-01-01,Fantasy,"Action, Prequel",6,Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Woman in the House Across the Street from the Girl in the Window,"Rachel Ramras, Hugh Davidson, Larry Dorf, Will Ferrell, Jessica Elbaum, Brittney Segal",Netflix,Gloria Sanchez Productions,2021-01-01,Comedy,"Thriller, Mystery",8,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Them,"Little Marvin, Lena Waithe, David Matthews, Roy Lee, Miri Yoon, Michael Connolly, Larysa Kondracki",Prime Video,Sony Pictures Television,2021-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Those About To Die,Roland Emmerich,Peacock,AGC Television,2022-07-26,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thumblite,"Scott Z. Burns, Scott Galloway, Rosamund Pike",Netflix,Media Res,2024-09-12,Drama,Thriller,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiny Beautiful Things,"Liz Tigelaar (w, ep), Reese Witherspoon (ep), Laura Dern (ep), Lauren Neustadter (ep), Stacey Silverman (ep), Jayme Lemons (ep), Cheryl Strayer (ep), Rachel Goldenberg (d)",Hulu,"ABC Signature, Hello Sunshine",2023-01-01,Drama,,,Book,,,"Told in multiple timelines, it follows a woman who reluctantly becomes Dear Sugar -- an anonymous, revered advice columnist -- when her own life is falling apart. With astonishing intimacy, nerve and candor, she excavates the beauty, struggle and humor in her own life to show us that we are not beyond rescue, that it’s our stories that will ultimately save us. Based on Cheryl Strayed's book.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo Vice,"J.T. Rogers (w, ep, sr), Destin Daniel Cretton (ep. sr), John Lesher (ep), Emily Gerson Saines (ep), Ansel Elgort (ep), Alan Poul (ep), Ken Watanabe (ep), Jake Adelstein (ep), Michael Mann (d, ep), Emily Gerson Saines (co-ep)",HBO,Endeavor Content,2021-01-01,Drama,,,Original,,,"Jake Adelstein is an American journalist who embeds himself into the Tokyo Vice police squad to reveal corruption. Follows his daily descent into the city's neon-soaked underbelly, where nothing and no one is truly what or who they seem. Based on Jake Adelstein’s nonfiction account of the Tokyo Metropolitan Police beat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracker,"Ken Olin (w, ep), Justin Hartley (ep), Ben Winters (w, ep), Julianna LaRosa (co-ep), Roxy Olin (co-ep)",CBS,20th Television,2022-01-01,Comedy,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treason,"Matt Charman, Foz Allan, Valery Ryan, Louise Hooper",Netflix,Binocular Productions,2021-01-01,Drama,"Thriller, Spy",6,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Lies,"Matt Nix (w, ep), McG (d, ep), James Cameron (ep), Mary Viola (ep), Rae Sanchini (ep)",CBS,20th Television,2022-01-01,Comedy,,,Film,,,"Shocked to discover that her bland and unremarkable computer consultant husband is a skilled international spy, an unfulfilled suburban housewife is propelled into a life of danger and adventure when she’s recruited to work alongside him to save the world as they try to revitalize their passionless marriage. Based on the 1994 movie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turner & Hooch,"Matt Nix (w, ep), Josh Levy (co-ep)",Paramount+,20th Television,2023-01-01,Comedy,,,Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twilight,Sinead Daly,Netflix,Lionsgate Television,2024-09-04,Animation,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under the Bridge,"Samir Mehta (ep, sr), Liz Tigelaar (ep, sr), Quinn Shephard (w, ep), Stacey Silverman (ep), Geeta Patel (d, ep), Rebecca Godfrey (ep)",Hulu,ABC Signature,2023-01-01,Drama,,,Book,,Limited,Follows the true story of a 14-year-old who went to join friends at a party in 1997 and never returned home. Seven teenage girls and a boy were accused of the savage murder. Based on the book by Rebecca Godfrey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprisoned,"Kerry Washington (ep), Yvette Lee Bowser (ep, sr), Tracy McMillan (w, ep), Pilar Savone (ep), Joy Gorman Wettels (ep), Jen Braeden (ep)",Hulu,ABC Signature,2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unstable,"Rob Lowe, John Owen Lowe, Victor Fresco",Netflix,,2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Alexi Hawley Project,"Alexi Hawley, Doug Liman, Gene Klein, David Bartis, Noah Centineo",Netflix,Entertainment One,2021-01-01,Drama,"Thriller, Legal, Spy",8,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Arnold Schwarzenegger Spy Project,"Nick Santora, Arnold Schwarzenegger, Monica Barbaro, Travis Van Winkle, Gabriel Luna, Fortune Feimster, Jay Baruchel, Milan Carter, Fabiana Udenio, Barbara Eve Harris, Aparna Brielle, Andy Buckley, Devon Bostick, David Chinchilla, Stephanie Sy, Scott Thompson, Rachel Lynch",Netflix,Skydance Television,2023-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Bank of Dave Sequel,Rory Kinnear,Netflix,,2023-01-01,Drama,,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Brad Inglesby Task Force Project,"Brad Ingelsby, Jeremiah Zagar, Paul Lee, Mark Roybal, Mark Ruffalo, Nicole Jordan-Webber, Jeremy Yaches",HBO,HBO,2023-01-01,Drama,Crime,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Buccaneers Project,"Katherine Jakeways, Susanna White, Beth Willis, George Faber",Apple TV+,The Forge Entertainment,2023-01-01,Drama,Historical,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Butch Cassidy Series,"Regé-Jean Page, Glen Powell",Prime Video,AGBO,2022-09-15,Drama,,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Castlevania Universe Project,"Kevin Kolde, Clive Bradley",Netflix,Powerhouse Animation,2021-01-01,Animation,"Action, Fantasy, Period Drama",,Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Godzilla & Titans Series,"Chris Black, Matt Fraction, Joby Harold, Tory Tunnell, Hiro Matsuoka, Takemasa Arita, Matt Shakman",Apple TV+,Legendary Television,2023-01-01,Drama,"Science Fiction, Action",,Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Hollywood Comedy,"Seth Rogen, Evan Goldberg, Peter Huyck, Alex Gregory, Alex McAtee, Josh Fagen, James Weaver, Frida Perez",Apple TV+,Lionsgate Television,2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled James Wan Project,James Wan,Peacock,Universal Studio Group,2024-02-14,Drama,"Thriller, Spy, Science Fiction",,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Justice League Dark,"J.J. Abrams (ep), Ben Stephenson (ep)",HBO,"Bad Robot, Warner Bros. Television",2021-01-01,Drama,,,Comic,,,Plot details under wraps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Kenya Barris/Alec Baldwin Comedy,"Kenya Barris, Julie Bean, Alec Baldwin",ABC,,2017-12-11,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Kristen Bell Project,"Erin Foster, Steve Levitan, Kristen Bell, Craig DiGregorio, Sara Foster, Danielle Stokdyk, Oly Obst, Josh Lieberman",Netflix,20th Television,2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Lauren Ludwig,"Lauren Ludwig, Chris Weitz, Paul Weitz, Andrew Miano, Dan Balgoyen, Aaron Kogan",FX,FX Productions,2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled McElhenney & Day Project,"Rob McElhenney, Charlie Day, Rob McElhenney",Apple TV+,,2018-08-09,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Mole Agent Remake Project,"Mike Schur, Morgan Sackett, David Miner, Maite Alberdi, Marcela Santibañez, Julie Goldman, Christopher Clements, Ted Danson",Netflix,Universal Television,2023-01-01,Comedy,,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Orphan Project,"Katie Robbins (w, ep), Erin Levy (sr, ep), Ellen Pompeo (ep), Laura Holstein (ep), Mike Epps (ep), Dan Spilo (ep), Niles Kirchner (ep), Andrew Stearn (ep)",Hulu,ABC Signature,2023-01-01,Drama,,,Original,,Limited,"A Midwestern couple adopts what they believe is an 8-year-old girl with a rare form of dwarfism. But as they begin to raise her alongside their three biological children, they slowly start to believe she may not be who she says she is. As they question her story, they’re confronted with hard questions of their own about the lengths they’re willing to go to defend themselves, falling into a battle that’s fought in the tabloids, the courtroom, and ultimately their marriage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Peacock Drama Project,,Peacock,Universal Studio Group,2024-02-14,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Queen Charlotte Bridgerton Spinoff,"Shonda Rhimes, Tom Verica, Betsy Beers, India Amarteifio, Michelle Fairley, Corey Mylchreest, Arsema Thomas, Golda Roshuevel, Adjoa Anode, Ruth Gemmell, Sam Clemmett, Richard Cunningham, Tunji Kasim, Rob Maloney, Cyril Nri, Hugh Sachs",Netflix,,2023-01-01,Drama,,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Rachel Sennott,"Rachel Sennott, Emma Barrie, Aida Rodgers, Lorene Scafaria",HBO,,2025-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Ramy Youssef Project,"Ramy Youssef, Pam Brady, Mona Chalabi",Prime Video,A24,2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Rogue One Spinoff,,Paramount+,,2023-01-01,Drama,,,Film,,,Centers on Rebel agent Andor during the early days of the Rebellion’s battle with the Empire. Based on the 2016 film 'Rogue One: A Star Wars Story.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Sharon Horgan Comedy,"Sharon Horgan, Sharon Horgan",HBO,Merman Productions,2025-02-28,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Simu Liu Project,Simu Liu,Peacock,Universal Studio Group,2024-02-14,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Terminal List Prequel,"David DiGilio, Jack Carr, Chris Pratt, Antoine Fuqua, Max Adams, Jared Shaw, Taylor Kitsch",Prime Video,Amazon Studios,2023-01-01,Drama,,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled the Lord of the Rings,"JD Payne, Patrick McKay, Justin Doble, Jason Cahill, Gennifer Hutchison, Callum Greene, Lindsey Weber, J.A. Bayona",Prime Video,Amazon Studios,2021-01-01,Drama,Fantasy,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Tracy Oliver Project,"Tracy Oliver, Amy Poehler, Kim Lessing, Dave Becky, Malcolm D. Lee",Prime Video,Amazon Studios,2021-01-01,Comedy,,10,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Walking Dead Spinoff,"Scott M. Gimple, Andrew Lincoln, Danai Gurira, Denise Huth, Brian Bockrath",AMC,AMC Studios,2023-01-01,Drama,Romantic,,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Here,"Steven Levenson (w, ep), Danielle Sanchez-Witzel (w, ep), Thomas Kail (d, ep), Kristen Anderson-Lopez (w, ep), Robert Lopez (w, ep), Jennifer Todd (ep)",Hulu,"20th Television, Old 320 Sycamore Production",2023-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegas High,"Sarah-Raquel Jimenez (ep), Gillian Robespierre (d, ep), Michael Showalter (ep), Jordana Mollick (ep), Michael Lewen (ep)",HBO,HBO Max,2021-01-01,Drama,,,Original,,,1990s-set coming-of-age story about a girl caught between two worlds – the fast-paced lifestyle of Las Vegas and her strong Mormon faith and community. Based on Sarah-Raquel Jimenez's experiences.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velma,"Mindy Kaling (w, ep), Charlie Grandy (ep), Howard Klein (ep), Sam Register (ep)",HBO,Warner Bros. Animation,2021-01-01,Comedy,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbatim,"Brett Weiner (w, ep), Ben Stiller (ep), Nicholas Weinstock (ep), Jackie Cohn (ep), Ken Druckerman (ep), Banks Tarver (ep), Kathleen Lingo (ep), Scott Lochmus (p)",HBO,"Red Hour Films, Left Right Productions, The New York Times",2021-01-01,Drama,,10,Original,,Limited,"Anthology tackles actual events, with all dialogue taken from primary sources and presented verbatim. First episode follows the story of the 2019 college admissions bribery scandal. Based on the New York Times Op-Docs series.",,,,,,,,,,,,,,,,original,,,"Love Victor""",,Hulu,[''],2021-01-01,Comedy,,,original,,,"FKA Love, Simon"
Vikings: Valhalla,"Jeb Stuart, Vanessa Alexander, Declan Croghan, Eoin McNamee, Michael Hirst, Morgan O'Sullivan, James Flynn, Sherry Marsh, Alan Gasmer, Sheila Hockin, John Weber, Niels Arden Oplev, Stephen St. Leger, Hannah Quinn",Netflix,MGM Television,2021-01-01,Drama,"Action, Historical, Period Drama",,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WandaVision,"Jac Schaeffer (w, ep, sr)",Paramount+,Marvel Television,2023-01-01,Drama,,,Comic,,,Spinoff from Marvel Cinematic Universe takes place after the events of 'Avengers: Endgame' and focuses on Avengers couple Scarlet Witch (aka Wanda) and Vision.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Black,"Selwyn Seyfu (w, ep), Sterling K. Brown (ep), Ellen Goldsmith-Vein, Jeremy Bell (ep), Lindsay Williams (ep), DJ Goldberg (ep), Anthony Hemingway (ep), Jennifer Johnson (ep), Esi Edugyan (co-p)",Hulu,20th Television,2023-01-01,Drama,,,Book,,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watson,"Craig Sweeny, Morris Chestnut",CBS,CBS Television Studios,2024-01-03,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Own This City,"David Simon, George Pelecanos, Kary Antholis",HBO,Crime Story Media,2021-01-01,Drama,Crime,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Were Liars,"Julie Plec, Carina Adly MacKenzie, Emily Cummins, E. Lockhart",Prime Video,Universal Television,2023-01-01,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Were the Lucky Ones,"Erica Lipez (ep), Thomas Kail (d, ep), Jennifer Todd (ep), Georgia Hunter (co-ep), Kate Sullivan (p)",Hulu,"Old 320 Sycamore Productions, 20th Television",2023-01-01,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wecrashed,"Lee Eisenberg, Drew Crevello, John Requa, Glenn Ficarra, Charlie Gogolak, Natalie Sandy, Emma Ludbrook",Apple TV+,Apple Studios,2023-01-01,Drama,,,Podcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,"Al Gough, Miles Millar, Tim Burton, Kayla Alpert, Andrew Mittman, Kevin Miserocchi, Jonathan Glickman, Gail Berman",Netflix,MGM Television,2021-01-01,Comedy,"Mystery, Supernatural",,TV Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome to Chippendales,"Robert Siegel (w, ep, sr), Jenni Konner (ep, co-sr), Rajiv Joseph (w, ep), Mehar Sethi (w, ep), Kumail Nanjiani (ep), Dylan Sellers (ep), Emily V. Gordon (ep), Ramin Bahrani (d, ep), Matt Shakman (d, ep)",Hulu,20th Television,2021-01-01,Drama,,,True Story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome to Derry,"Andy Muschietti (w, d, ep), Barbara Muschietti (ep), Brad Caleb Kane (ep, sr)",HBO,Warner Bros. Television,2021-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Nobody Sees Us,"Daniel Corpas (w), Arturo Ruiz (w), Isa Sanchez (w), Enrique Urbizu (d), Antonio Asensio (ep), Paloma Molina (ep), Salvador Yagüe (ep), Miguel Salvat (ep), Antonio Trashorras, ep) Patricia Nieto (ep)",HBO,Zeta Studios,2021-01-01,Drama,,,Book,,,"Set against the backdrop of the Spanish Holy Week celebrations, it follows two policewomen trying to solve a series of crimes in the Andalusian town of Morón de la Frontera, in the political and cultural region of Seville’s so-called ""deep Spain,"" which is home to one of the biggest international U.S. military bases. Based on the Sergio Sarria's novel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Stork,"Christopher Dunlop, Kristoffer Nyholm",Netflix,Netflix,2021-01-01,Drama,Thriller,10,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Life,"Jason Ubaldi (w, ep), Chris Peterson (w, ep), Bryan Moore (w, ep), Mike Chessler (ep, sr), Chris Alberghini (ep, sr), Brian Grazer (ep), Ron Howard (ep), Stephanie Sperber (ep), Jennilee Cummings (ep), Tony Hernandez (ep), Jake Fuller (ep), Rachel Raimist (d, ep)",HBO,Imagine Kids+Family,2021-01-01,Comedy,,,Original,,,Follows a diverse group of high school teens who are struggling with personal and social issues who spend their school hours working at the local animal rescue as part of an alternative educational program.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilderness,"Marnie Dickens, Jenna Coleman, Oliver Jackson-Cohen, So Yong Kim, Elizabeth Kilgarriff",Prime Video,Firebird Pictures,2023-01-01,Drama,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Trent,"Liz Heldens (w, ep), Dan Thomsen (w, ep), Karin Slaughter (ep), Oly Obst, Paul McGuigan (d), Ramón Rodríguez (p)",ABC,20th Television,2022-01-01,Drama,,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow,,Paramount+,,2023-01-01,Drama,,,Original,,,"Set years after the events of the 1988 movie, it revolves around a group on a mission to save a kidnapped prince. Details under wraps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winning Time: The Rise of the Lakers Dynasty,"Max Borenstein, Adam McKay, Kevin Messick, Jim Hecht, Jason Shuman, Scott Stephens, Rodney Barnes",HBO,Hyperobject Industries,2021-01-01,Drama,Sports,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
